iter	Logloss
163	0.1874040369
164	0.1873923623
165	0.1871055654
166	0.187054507
167	0.1869668105
168	0.1868302592
169	0.1867969191
170	0.1867770311
171	0.1867571802
172	0.1867419482
173	0.1867220905
174	0.1864356818
175	0.1864278824
176	0.1860556826
177	0.1857634792
178	0.1852666247
179	0.1851531958
180	0.184867741
181	0.1848452918
182	0.1848351676
183	0.1847884481
184	0.1846767223
185	0.184675024
186	0.1844365014
187	0.1844271922
188	0.1844248901
189	0.1844164281
190	0.1844140816
191	0.1841393774
192	0.1841324711
193	0.1840288507
194	0.1838474317
195	0.1838363772
196	0.1837745593
197	0.1837740402
198	0.1837078229
199	0.1836633732
200	0.183661447
201	0.1835496934
202	0.1834396024
203	0.183269802
204	0.1832219724
205	0.1830992708
206	0.1830809054
207	0.1828765685
208	0.182822505
209	0.1828211944
210	0.1826412926
211	0.1826091748
212	0.1825579129
213	0.1825573001
214	0.182399727
215	0.1823961124
216	0.1822264415
217	0.1820506596
218	0.1819642968
219	0.1819578546
220	0.1818085345
221	0.1817494031
222	0.1817448224
223	0.1817127635
224	0.1815168569
225	0.1814656634
226	0.1814635876
227	0.1814374522
228	0.1814365951
229	0.1813192459
230	0.1811966152
231	0.1810318793
232	0.181018645
233	0.1809830155
234	0.1808937474
235	0.1808571345
236	0.1806942964
237	0.1804198883
238	0.1802498853
239	0.1802214225
240	0.180146954
241	0.1801384225
242	0.1800250342
243	0.17992449
244	0.1798396385
245	0.1798341627
246	0.1795614547
247	0.1795340915
248	0.1793713359
249	0.1793095117
250	0.179283836
251	0.1790909631
252	0.1789962297
253	0.1788965103
254	0.1787606916
255	0.1786848532
256	0.1784706096
257	0.1783335973
258	0.1783194598
259	0.1781549107
260	0.1779784623
261	0.1779748388
262	0.1778856169
263	0.1775213124
264	0.1775010712
265	0.1774415376
266	0.1773448499
267	0.1772299411
268	0.1771269911
269	0.1771220348
270	0.177100878
271	0.1770770512
272	0.1770639919
273	0.1770339731
274	0.1769170556
275	0.1767159636
276	0.1766805736
277	0.1766752043
278	0.1766643016
279	0.1764798041
280	0.1764669866
281	0.1764254892
282	0.1762483142
283	0.1760389219
284	0.1760093195
285	0.1759999675
286	0.1758591413
287	0.1757929325
288	0.1757851781
289	0.1757846101
290	0.1757835892
291	0.1757774295
292	0.1757533759
293	0.1756680944
294	0.175460275
295	0.1753418307
296	0.1751974605
297	0.1750513538
298	0.1750446
299	0.175011465
300	0.1749106372
301	0.1748958101
302	0.1748886152
303	0.1748688323
304	0.1748668005
305	0.1746961996
306	0.1746377643
307	0.1746312394
308	0.1745615811
309	0.1745576271
310	0.1745314388
311	0.1743487619
312	0.1740175351
313	0.1740019873
314	0.1739562029
315	0.1738772383
316	0.1738664204
317	0.1738631233
318	0.1737682548
319	0.1735195463
320	0.1732437201
321	0.1730588046
322	0.1729051166
323	0.1728915831
324	0.1728117882
325	0.1727189617
326	0.1726266635
327	0.1726120476
328	0.172607376
329	0.1724918717
330	0.1723845569
331	0.1723818652
332	0.1723765468
333	0.1723739862
334	0.1723219709
335	0.1723153392
336	0.1722948798
337	0.1722478698
338	0.1722451515
339	0.1722325612
340	0.1721980924
341	0.1719827371
342	0.1719436088
343	0.1719079234
344	0.171876301
345	0.171859218
346	0.1717787624
347	0.1716852914
348	0.1716541926
349	0.1716351222
350	0.1715602184
351	0.1715546406
352	0.1715405651
353	0.1715219133
354	0.1713717845
355	0.1712485501
356	0.1710013112
357	0.17099212
358	0.1709660781
359	0.1709574332
360	0.1709548931
361	0.1709382076
362	0.1707849783
363	0.1706834774
364	0.1706529097
365	0.1704880641
366	0.1704198629
367	0.1704140643
368	0.1703587291
369	0.1703476148
370	0.170347511
371	0.1703366298
372	0.1702401097
373	0.1702385267
374	0.1702284983
375	0.1701564955
376	0.1701292668
377	0.1700837487
378	0.1700443965
379	0.1697557085
380	0.169751023
381	0.1695342013
382	0.1694577856
383	0.1694556302
384	0.1694381201
385	0.1693479693
386	0.1693474371
387	0.1693386604
388	0.1691402774
389	0.1691213448
390	0.1690559554
391	0.1690195467
392	0.1690007423
393	0.1689693587
394	0.1689666963
395	0.1689663481
396	0.1689663265
397	0.1688974174
398	0.1687874755
399	0.1685727216
400	0.16856486
401	0.1685645337
402	0.1685633189
403	0.1684501864
404	0.1683607494
405	0.1683156137
406	0.1681529965
407	0.1679891629
408	0.1677066526
409	0.1675105295
410	0.1675037973
411	0.1675009979
412	0.1674982029
413	0.1673849036
414	0.1672497899
415	0.1672281202
416	0.1670553124
417	0.1670531869
418	0.1670276725
419	0.166962749
420	0.1668269905
421	0.1667509303
422	0.1667435063
423	0.1667294823
424	0.1667292609
425	0.1667151303
426	0.166633374
427	0.1664670684
428	0.166465996
429	0.166443168
430	0.1664214007
431	0.1663792313
432	0.1663628336
433	0.1663577751
434	0.1659323592
435	0.1659139023
436	0.1657705916
437	0.1657485461
438	0.1657403141
439	0.1657387323
440	0.1657089884
441	0.16568926
442	0.1656889924
443	0.165688884
444	0.1656877213
445	0.1655169818
446	0.1652698343
447	0.1651661665
448	0.1651621026
449	0.1651411105
450	0.1651343696
451	0.1650616989
452	0.1650612754
453	0.1649837092
454	0.1649086328
455	0.1648689401
456	0.1648553985
457	0.1647545404
458	0.1647485304
459	0.164748367
460	0.1647476218
461	0.1646185775
462	0.1646090078
463	0.1645938196
464	0.1644915315
465	0.16449001
466	0.1644239919
467	0.1644019829
468	0.1643957264
469	0.164388893
470	0.1643865868
471	0.1643646035
472	0.1643641013
473	0.1643239815
474	0.1639977876
475	0.1639753616
476	0.1639702847
477	0.1639118529
478	0.1639062154
479	0.1639011116
480	0.1638962373
481	0.1637983084
482	0.163798148
483	0.1637958631
484	0.1637957687
485	0.1637903382
486	0.1636693277
487	0.1636575482
488	0.1635426361
489	0.1635343522
490	0.1635301346
491	0.1634707382
492	0.16344705
493	0.1634308727
494	0.1634303972
495	0.163426537
496	0.1634171783
497	0.1633088417
498	0.1632794146
499	0.1632762107
500	0.1630467804
501	0.163039088
502	0.1630313945
503	0.1630241858
504	0.1630241429
505	0.1629533387
506	0.1629470832
507	0.1629429781
508	0.1629349501
509	0.1628036763
510	0.1627954379
511	0.1627952894
512	0.1627810229
513	0.162780911
514	0.1627727936
515	0.1627493712
516	0.1627430358
517	0.1627427441
518	0.1627116156
519	0.1626801537
520	0.1626676319
521	0.1626666183
522	0.162658792
523	0.1626514561
524	0.1625722164
525	0.1625708145
526	0.162562657
527	0.1625625066
528	0.162534188
529	0.1625099559
530	0.162495958
531	0.1624521429
532	0.162180836
533	0.1621225403
534	0.1620407986
535	0.1620396974
536	0.1620329546
537	0.1620073454
538	0.1620066285
539	0.1620012686
540	0.1619886623
541	0.1619885992
542	0.161988265
543	0.1619882028
544	0.16197909
545	0.1619774539
546	0.1619770921
547	0.1619734404
548	0.1619287228
549	0.1618086836
550	0.1617824849
551	0.1616278347
552	0.161623049
553	0.1615062346
554	0.1614740046
555	0.1609754698
556	0.1609643612
557	0.1609306172
558	0.1609266268
559	0.1609234072
560	0.1608257068
561	0.1608256622
562	0.1607403322
563	0.1607387736
564	0.160737598
565	0.1607368201
566	0.1607363061
567	0.1607360726
568	0.1607356426
569	0.1606881376
570	0.1606843861
571	0.1606840336
572	0.1606668828
573	0.1605447709
574	0.1605444025
575	0.1605414755
576	0.160460243
577	0.1604586495
578	0.1604312841
579	0.1604296412
580	0.1603059355
581	0.1602651828
582	0.160264974
583	0.160137789
584	0.160132731
585	0.1601322736
586	0.1600450816
587	0.160020267
588	0.1600179119
589	0.1599293177
590	0.1599262956
591	0.1599249268
592	0.1598044671
593	0.1597880263
594	0.1597219414
595	0.1597192456
596	0.1596188325
597	0.1595667373
598	0.1595600747
599	0.159557285
600	0.1595568141
601	0.1593757372
602	0.1593697386
603	0.159325197
604	0.1591743909
605	0.1591633821
606	0.1591362291
607	0.1591357722
608	0.1591334147
609	0.1591183451
610	0.159098318
611	0.15904478
612	0.1590445209
613	0.1589014805
614	0.1588671346
615	0.1588667864
616	0.1588657683
617	0.1588656168
618	0.1587084991
619	0.1587054695
620	0.1586917799
621	0.1586846898
622	0.1586811616
623	0.1586752423
624	0.1584854323
625	0.1584770304
626	0.1584756529
627	0.1584731307
628	0.1584722363
629	0.1583334671
630	0.158328663
631	0.1583280469
632	0.1583274694
633	0.1583269267
634	0.1583251188
635	0.1583176957
636	0.1582963639
637	0.1582633707
638	0.1582530017
639	0.1582388064
640	0.1581921599
641	0.1581918234
642	0.1581819743
643	0.1581246855
644	0.1580774599
645	0.1580761466
646	0.1580591818
647	0.1578273426
648	0.1578232739
649	0.1578060755
650	0.1577665375
651	0.1577439645
652	0.1577266204
653	0.1576991746
654	0.1576903772
655	0.157690087
656	0.1576889182
657	0.1576646832
658	0.1576563617
659	0.1574994497
660	0.1572946092
661	0.1572870747
662	0.1572837901
663	0.1572817954
664	0.1571757838
665	0.1571619007
666	0.1570846802
667	0.1570191825
668	0.1570154099
669	0.1570149207
670	0.1569707812
671	0.1569598239
672	0.1568366793
673	0.1567993894
674	0.1567343276
675	0.1567334596
676	0.1567321704
677	0.1567316974
678	0.156729833
679	0.156729806
680	0.1567296339
681	0.1566903298
682	0.1566842054
683	0.1566840914
684	0.1566836084
685	0.156674541
686	0.1566725222
687	0.1566723147
688	0.1566472365
689	0.1566471591
690	0.1565517074
691	0.1565516538
692	0.1565516243
693	0.1565512627
694	0.1565510767
695	0.1565301912
696	0.15647059
697	0.1564652144
698	0.1564643264
699	0.1564488254
700	0.1564485629
701	0.1564411918
702	0.1564246409
703	0.1563914732
704	0.1563886396
705	0.1563252775
706	0.1563173073
707	0.15628733
708	0.1562848363
709	0.1561848064
710	0.156184594
711	0.1561837003
712	0.1561834992
713	0.1561799057
714	0.1561690844
715	0.156162654
716	0.1561448065
717	0.1559515833
718	0.1559468516
719	0.155940813
720	0.1558073331
721	0.1557496294
722	0.1557494794
723	0.1557307327
724	0.1557130008
725	0.1557099343
726	0.1556223658
727	0.1556179662
728	0.1556149745
729	0.1556140538
730	0.1556128453
731	0.1555986662
732	0.1555929208
733	0.1553641237
734	0.1551692445
735	0.1551665666
736	0.1551561316
737	0.1551425901
738	0.1551424567
739	0.1551349519
740	0.1551348614
741	0.1550039017
742	0.1549320018
743	0.1549300909
744	0.1549298153
745	0.1546196796
746	0.1546182128
747	0.1546128369
748	0.1546092851
749	0.1546065773
750	0.1546002792
751	0.1545972088
752	0.1545627671
753	0.1545111663
754	0.1543851961
755	0.1543659819
756	0.1543651548
757	0.1541975726
758	0.1541696979
759	0.1541656438
760	0.1541640411
761	0.1541548463
762	0.15412014
763	0.1541103263
764	0.1541102556
765	0.1540857939
766	0.1540753966
767	0.153969026
768	0.1539532505
769	0.153919816
770	0.15391297
771	0.1539072534
772	0.1538459027
773	0.1538056598
774	0.1537794099
775	0.153779367
776	0.1537789901
777	0.1537050549
778	0.1536711089
779	0.153630032
780	0.1536028294
781	0.1536017313
782	0.15360133
783	0.1535899105
784	0.1535897821
785	0.1535835323
786	0.1535273697
787	0.1535126478
788	0.1534736046
789	0.1534723768
790	0.1534711315
791	0.1534446027
792	0.1534421803
793	0.1533748296
794	0.1533740668
795	0.1532528238
796	0.1532500632
797	0.1532496787
798	0.1532495048
799	0.153249097
800	0.1532207602
801	0.1531966159
802	0.1531926466
803	0.1531905962
804	0.1531905225
805	0.153190485
806	0.1531904424
807	0.1531898382
808	0.1530692603
809	0.1530691215
810	0.1530690306
811	0.1530026137
812	0.1530025233
813	0.1530024783
814	0.1530021812
815	0.1530021711
816	0.1529985223
817	0.1529984884
818	0.1529984436
819	0.1529984011
820	0.1528735047
821	0.1528732937
822	0.1528307037
823	0.1528304858
824	0.1528304295
825	0.1528303465
826	0.1526993053
827	0.152697184
828	0.1526711268
829	0.1526691969
830	0.1526610964
831	0.1526604438
832	0.1526513769
833	0.1526513583
834	0.1525892045
835	0.1525846189
836	0.1525812581
837	0.1525603347
838	0.1525535727
839	0.1524284165
840	0.152416873
841	0.1523825759
842	0.1523825367
843	0.1523650152
844	0.1523612536
845	0.1523596999
846	0.1523596559
847	0.1523588556
848	0.1523588164
849	0.1523504192
850	0.1523480993
851	0.1522759506
852	0.1522752388
853	0.1521995633
854	0.152183125
855	0.1521801702
856	0.1521221441
857	0.152121193
858	0.152120172
859	0.1521143074
860	0.152096686
861	0.1520964662
862	0.1520726461
863	0.1520724445
864	0.1520723976
865	0.152072331
866	0.1520721112
867	0.152058195
868	0.1520574089
869	0.1520497683
870	0.1520322621
871	0.1519859196
872	0.1519858955
873	0.1519834735
874	0.1519832577
875	0.1519624796
876	0.1518691465
877	0.1517271793
878	0.1517244465
879	0.1517244175
880	0.1517243452
881	0.1517243359
882	0.1517148549
883	0.1517148368
884	0.1517147925
885	0.1517147501
886	0.1516871533
887	0.1514926628
888	0.1514925762
889	0.1514864539
890	0.1514863537
891	0.1514856661
892	0.1514754366
893	0.1514749961
894	0.1514749432
895	0.1514748906
896	0.1514547593
897	0.1514503615
898	0.1514494311
899	0.1514493986
900	0.1514449975
901	0.1513893455
902	0.1513776097
903	0.151376801
904	0.1513746445
905	0.1513331956
906	0.1513330716
907	0.1513278855
908	0.1509879077
909	0.1508862302
910	0.1508854228
911	0.1508734169
912	0.1508733258
913	0.1508724556
914	0.1508724388
915	0.1508724099
916	0.1508347988
917	0.1508347733
918	0.1508276944
919	0.1508276738
920	0.1508276685
921	0.1508276538
922	0.1508274434
923	0.1508255267
924	0.1506945341
925	0.1506900786
926	0.150689945
927	0.1506898705
928	0.1505524808
929	0.1505414616
930	0.1505413728
931	0.1505413069
932	0.1505044681
933	0.1504869372
934	0.1504868809
935	0.1504844903
936	0.1504758727
937	0.1504635169
938	0.1504483974
939	0.1504291616
940	0.1504279583
941	0.1503885078
942	0.1503850217
943	0.1503849669
944	0.1503377219
945	0.1503350868
946	0.1503350699
947	0.150331534
948	0.1503314915
949	0.1503314746
950	0.1503314743
951	0.150331303
952	0.1503294412
953	0.1503260822
954	0.1503206487
955	0.1502726473
956	0.1502726324
957	0.1502725486
958	0.1502713513
959	0.1502712015
960	0.1502690019
961	0.1502679136
962	0.1502055829
963	0.1501970032
964	0.1501912137
965	0.1501715144
966	0.150161251
967	0.1501600872
968	0.1501599308
969	0.1500895666
970	0.1500893129
971	0.1500889977
972	0.1500885608
973	0.1500589391
974	0.150018658
975	0.14998832
976	0.1499868321
977	0.149983362
978	0.1499833436
979	0.1499833324
980	0.1499010708
981	0.1499006387
982	0.1498984926
983	0.1498984593
984	0.1498984073
985	0.1498983565
986	0.1498967272
987	0.1498649416
988	0.149863801
989	0.1498637403
990	0.1498612385
991	0.1498600456
992	0.1498599971
993	0.1497878536
994	0.1497870144
995	0.1497870079
996	0.1497628176
997	0.149697942
998	0.1496954967
999	0.149694691
1000	0.1496906872
1001	0.1496865119
1002	0.1494745567
1003	0.1494254194
1004	0.1494199815
1005	0.1493721565
1006	0.1492781279
1007	0.1492752384
1008	0.1492596041
1009	0.1492574059
1010	0.1491674227
1011	0.1491115153
1012	0.1491101584
1013	0.149109017
1014	0.1490820805
1015	0.149053773
1016	0.1490480954
1017	0.1490437115
1018	0.1489836327
1019	0.1489836096
1020	0.1489833984
1021	0.1489152218
1022	0.1489096941
1023	0.1489092143
1024	0.1489071734
1025	0.1489021063
1026	0.1488933547
1027	0.1488919967
1028	0.1488917274
1029	0.1488916537
1030	0.1488902589
1031	0.1488808975
1032	0.1488602762
1033	0.148860209
1034	0.148857455
1035	0.1488558843
1036	0.1488472666
1037	0.1488408278
1038	0.148717649
1039	0.1486659639
1040	0.1486654321
1041	0.1486624396
1042	0.1486608123
1043	0.1486592614
1044	0.1486410306
1045	0.1484918102
1046	0.1484915087
1047	0.1484902042
1048	0.1484901475
1049	0.1484417392
1050	0.1484227137
1051	0.148378761
1052	0.1483736067
1053	0.148352857
1054	0.1483350011
1055	0.1483011527
1056	0.1482732526
1057	0.1482704532
1058	0.148236453
1059	0.1482363887
1060	0.1481690551
1061	0.1481689145
1062	0.1481666968
1063	0.1481619941
1064	0.1481466491
1065	0.1481451379
1066	0.1481440936
1067	0.1481434036
1068	0.1481433425
1069	0.1481433026
1070	0.1480901417
1071	0.1480601164
1072	0.1480590987
1073	0.1480249123
1074	0.1480246097
1075	0.1480233707
1076	0.1479918878
1077	0.1479917938
1078	0.1479761013
1079	0.1479730983
1080	0.1479726528
1081	0.1479539568
1082	0.1478858581
1083	0.1477572848
1084	0.1477568518
1085	0.1477556325
1086	0.1477550517
1087	0.1477545345
1088	0.1476913974
1089	0.1476246677
1090	0.147617514
1091	0.1475886433
1092	0.1475884893
1093	0.1475855835
1094	0.147561672
1095	0.1475598766
1096	0.1475598482
1097	0.1475121554
1098	0.1474848734
1099	0.1474735505
1100	0.1474727687
1101	0.1474638793
1102	0.1474432775
1103	0.1474219728
1104	0.1474173453
1105	0.1474153667
1106	0.1472345135
1107	0.1472338408
1108	0.1472336564
1109	0.1472334586
1110	0.1472295312
1111	0.1472266276
1112	0.1472167719
1113	0.1472146636
1114	0.1472129491
1115	0.1472096612
1116	0.147209636
1117	0.1470373874
1118	0.1470373515
1119	0.1470372887
1120	0.1469501499
1121	0.1469486942
1122	0.1469482935
1123	0.1467071658
1124	0.1467065477
1125	0.1467064399
1126	0.146706327
1127	0.1467034815
1128	0.1467034775
1129	0.1465388398
1130	0.1465093673
1131	0.1464277566
1132	0.1464269286
1133	0.1464047821
1134	0.1463382139
1135	0.1463379544
1136	0.1463379323
1137	0.1462989209
1138	0.1462932945
1139	0.1462910812
1140	0.146286417
1141	0.1462725027
1142	0.1462659858
1143	0.1462017939
1144	0.1461931368
1145	0.1461856633
1146	0.1461853613
1147	0.1461671121
1148	0.1461217988
1149	0.1461202274
1150	0.1461157167
1151	0.146115613
1152	0.1461146485
1153	0.1461130517
1154	0.1461049376
1155	0.1460953545
1156	0.1460953015
1157	0.1460688018
1158	0.1460673612
1159	0.1460642528
1160	0.1460434668
1161	0.1460434116
1162	0.1460433802
1163	0.1460429093
1164	0.1459653058
1165	0.1459577546
1166	0.1459492338
1167	0.145936466
1168	0.1459364313
1169	0.1458281491
1170	0.145824274
1171	0.1458228212
1172	0.1454460224
1173	0.1454242131
1174	0.1454216788
1175	0.1454189169
1176	0.1454176567
1177	0.1454174576
1178	0.1454171499
1179	0.1454169834
1180	0.1452765686
1181	0.1452763038
1182	0.1452761634
1183	0.1451889306
1184	0.1451887247
1185	0.1451692231
1186	0.1451687929
1187	0.1451681668
1188	0.1451337348
1189	0.1451314832
1190	0.1451298111
1191	0.1451226969
1192	0.1450979011
1193	0.1450637694
1194	0.1450512996
1195	0.144974073
1196	0.1449574473
1197	0.1449570538
1198	0.1449550824
1199	0.1449030444
1200	0.1448948758
1201	0.144851832
1202	0.1447754694
1203	0.1447753462
1204	0.1447608875
1205	0.1447528807
1206	0.1447458819
1207	0.1447362168
1208	0.1447216472
1209	0.1447198424
1210	0.1445869692
1211	0.1445864892
1212	0.1445860772
1213	0.1445851271
1214	0.1445568159
1215	0.1445539259
1216	0.1445492465
1217	0.1445455822
1218	0.1445444127
1219	0.1445443429
1220	0.1444265086
1221	0.1444257792
1222	0.1444156083
1223	0.1444155859
1224	0.144336531
1225	0.1443362319
1226	0.1442708472
1227	0.1442706792
1228	0.1442702761
1229	0.144269255
1230	0.1442692467
1231	0.1442692444
1232	0.1442658997
1233	0.1442658897
1234	0.144262961
1235	0.1442163257
1236	0.1441401017
1237	0.144033219
1238	0.1440228653
1239	0.1440111098
1240	0.1440077264
1241	0.1440054817
1242	0.1440038778
1243	0.1440020657
1244	0.1440003547
1245	0.1439812765
1246	0.1439789513
1247	0.1438545272
1248	0.1437986228
1249	0.1437978938
1250	0.143797681
1251	0.1437975516
1252	0.1437549704
1253	0.1436583699
1254	0.1436410535
1255	0.1436408366
1256	0.1436408347
1257	0.143640803
1258	0.1436395217
1259	0.1435682814
1260	0.1435665729
1261	0.1435471807
1262	0.1435426711
1263	0.1435413671
1264	0.1435341972
1265	0.1435178218
1266	0.1435177737
1267	0.1435177442
1268	0.1435177421
1269	0.1435177262
1270	0.1435177206
1271	0.1435177205
1272	0.1435173871
1273	0.1435172218
1274	0.1435170799
1275	0.1435170797
1276	0.1435167449
1277	0.1435030503
1278	0.1434506237
1279	0.1434487202
1280	0.1434417626
1281	0.1434324507
1282	0.1434323883
1283	0.1434323717
1284	0.1434323679
1285	0.1434323566
1286	0.1434315421
1287	0.1434163165
1288	0.1434066508
1289	0.1433968792
1290	0.1432790815
1291	0.1432762888
1292	0.1432762807
1293	0.1432735731
1294	0.1432667116
1295	0.143266681
1296	0.1432664498
1297	0.1432658179
1298	0.143191341
1299	0.1431185447
1300	0.1431183407
1301	0.1431116236
1302	0.1430638118
1303	0.1430638041
1304	0.1430637298
1305	0.1430635982
1306	0.1430635294
1307	0.1429040953
1308	0.1428577439
1309	0.1427547087
1310	0.1427520172
1311	0.1427488946
1312	0.1427311538
1313	0.1427272238
1314	0.1427267271
1315	0.1427100624
1316	0.1427089771
1317	0.1426706318
1318	0.1426693241
1319	0.1426693211
1320	0.1426443989
1321	0.14258836
1322	0.1425822744
1323	0.1425807874
1324	0.1425807755
1325	0.1425805443
1326	0.1425799878
1327	0.1425132253
1328	0.1425132228
1329	0.1425125711
1330	0.1425125083
1331	0.1425125021
1332	0.142499063
1333	0.1424810311
1334	0.1424804227
1335	0.1424801715
1336	0.1424801414
1337	0.1424800876
1338	0.1424020998
1339	0.1424020123
1340	0.1423897473
1341	0.1423893846
1342	0.1423893812
1343	0.1423892969
1344	0.1423883604
1345	0.1423883488
1346	0.1423883201
1347	0.1423882884
1348	0.1423099221
1349	0.1423083921
1350	0.1422993769
1351	0.1422992046
1352	0.1422974717
1353	0.1422967559
1354	0.1422891623
1355	0.1422890638
1356	0.1422890522
1357	0.1422816516
1358	0.1422816372
1359	0.1422816012
1360	0.1422811254
1361	0.1422807217
1362	0.1422731066
1363	0.1422530232
1364	0.1422528433
1365	0.1422527559
1366	0.1422527546
1367	0.1422228282
1368	0.1422214879
1369	0.1422198726
1370	0.1422114724
1371	0.1422024085
1372	0.1421740663
1373	0.1421740164
1374	0.1421736256
1375	0.1421642136
1376	0.142150821
1377	0.1421493164
1378	0.142141489
1379	0.1421355111
1380	0.142131433
1381	0.1421311214
1382	0.1421304224
1383	0.1421303527
1384	0.1421258345
1385	0.1421255386
1386	0.1421253786
1387	0.1421252888
1388	0.1421125933
1389	0.1421099106
1390	0.1420664223
1391	0.1420632724
1392	0.142063005
1393	0.1420610029
1394	0.1420606328
1395	0.1420606319
1396	0.1420565971
1397	0.1420562798
1398	0.1420558855
1399	0.1420558247
1400	0.142054485
1401	0.1420537894
1402	0.1420515379
1403	0.1419152728
1404	0.1419151083
1405	0.1419147183
1406	0.1419146955
1407	0.1418941668
1408	0.1418931012
1409	0.1417706719
1410	0.1417706268
1411	0.1417518691
1412	0.141751865
1413	0.1417518635
1414	0.1417518619
1415	0.1417518608
1416	0.1417518499
1417	0.1417518453
1418	0.1415956041
1419	0.1415931309
1420	0.1415168682
1421	0.1414639415
1422	0.1413436398
1423	0.1413423104
1424	0.1413374353
1425	0.1413328177
1426	0.1413323555
1427	0.1413305075
1428	0.1413304939
1429	0.1413304123
1430	0.1413304089
1431	0.1413041599
1432	0.1412152076
1433	0.1412101053
1434	0.1409821016
1435	0.1409816285
1436	0.1409802382
1437	0.1409801859
1438	0.1409796986
1439	0.1409796965
1440	0.1409522373
1441	0.1409453392
1442	0.1409328484
1443	0.140929697
1444	0.140923596
1445	0.1409235068
1446	0.1409166194
1447	0.1409150586
1448	0.1408736838
1449	0.140873295
1450	0.1408582236
1451	0.1408582198
1452	0.1408582168
1453	0.1408579407
1454	0.1408579284
1455	0.1408571373
1456	0.1408480049
1457	0.1408200705
1458	0.140819793
1459	0.1408197401
1460	0.1408196593
1461	0.1407677942
1462	0.1407677289
1463	0.1407674783
1464	0.1407637665
1465	0.1407634962
1466	0.1407634832
1467	0.1407634793
1468	0.1407634787
1469	0.1407633109
1470	0.1407631242
1471	0.1407613578
1472	0.1407596927
1473	0.1407596683
1474	0.1407587295
1475	0.1407573713
1476	0.1407573703
1477	0.1407573537
1478	0.1407571582
1479	0.1407568312
1480	0.1407566034
1481	0.1406209627
1482	0.1406205155
1483	0.1406203628
1484	0.1406203503
1485	0.1406203225
1486	0.1406203114
1487	0.1406148356
1488	0.1405973914
1489	0.1405973791
1490	0.1404725549
1491	0.140462546
1492	0.1404622974
1493	0.1404620561
1494	0.1404618406
1495	0.1404601649
1496	0.1404543849
1497	0.1404234261
1498	0.1404209408
1499	0.1404207859
1500	0.1404207065
1501	0.1404157883
1502	0.1404150524
1503	0.1404018162
1504	0.1403658827
1505	0.1403652804
1506	0.1403652701
1507	0.1403651759
1508	0.1403651192
1509	0.1403650961
1510	0.1403650439
1511	0.140365042
1512	0.140365023
